   6.5937500e-02   1.5617284e-01   8.2640000e+00   6.3265306e+01
   2.8437500e-02   3.6913580e-02   8.8640000e+00   8.1836735e+01
   5.8437500e-02   8.3580247e-02   9.4640000e+00   1.0040816e+02
   4.3437500e-02   1.3024691e-01   1.0064000e+01   1.1897959e+02
   7.3437500e-02   5.2469136e-02   1.0664000e+01   1.3755102e+02
   2.4687500e-02   9.9135802e-02   8.3840000e+00   1.5612245e+02
   5.4687500e-02   1.4580247e-01   8.9840000e+00   1.7469388e+02
   3.9687500e-02   6.8024691e-02   9.5840000e+00   6.5918367e+01
   6.9687500e-02   1.1469136e-01   1.0184000e+01   8.4489796e+01
   3.2187500e-02   1.6135802e-01   1.0784000e+01   1.0306122e+02
   6.2187500e-02   4.2098765e-02   8.5040000e+00   1.2163265e+02
   4.7187500e-02   8.8765432e-02   9.1040000e+00   1.4020408e+02
   7.7187500e-02   1.3543210e-01   9.7040000e+00   1.5877551e+02
   2.2812500e-02   5.7654321e-02   1.0304000e+01   1.7734694e+02
   5.2812500e-02   1.0432099e-01   1.0904000e+01   5.0379009e+01
   3.7812500e-02   1.5098765e-01   8.0480000e+00   6.8950437e+01
   6.7812500e-02   7.3209877e-02   8.6480000e+00   8.7521866e+01
   3.0312500e-02   1.1987654e-01   9.2480000e+00   1.0609329e+02
   6.0312500e-02   1.6654321e-01   9.8480000e+00   1.2466472e+02
   4.5312500e-02   3.3456790e-02   1.0448000e+01   1.4323615e+02
   7.5312500e-02   8.0123457e-02   8.1680000e+00   1.6180758e+02
   2.6562500e-02   1.2679012e-01   8.7680000e+00   5.3032070e+01
   5.6562500e-02   4.9012346e-02   9.3680000e+00   7.1603499e+01
   4.1562500e-02   9.5679012e-02   9.9680000e+00   9.0174927e+01
   7.1562500e-02   1.4234568e-01   1.0568000e+01   1.0874636e+02
   3.4062500e-02   6.4567901e-02   8.2880000e+00   1.2731778e+02
   6.4062500e-02   1.1123457e-01   8.8880000e+00   1.4588921e+02
   4.9062500e-02   1.5790123e-01   9.4880000e+00   1.6446064e+02
   7.9062500e-02   3.8641975e-02   1.0088000e+01   5.5685131e+01
   2.0468750e-02   8.5308642e-02   1.0688000e+01   7.4256560e+01
   5.0468750e-02   1.3197531e-01   8.4080000e+00   9.2827988e+01
   3.5468750e-02   5.4197531e-02   9.0080000e+00   1.1139942e+02
   6.5468750e-02   1.0086420e-01   9.6080000e+00   1.2997085e+02
   2.7968750e-02   1.4753086e-01   1.0208000e+01   1.4854227e+02
   5.7968750e-02   6.9753086e-02   1.0808000e+01   1.6711370e+02
   4.2968750e-02   1.1641975e-01   8.5280000e+00   5.8338192e+01
   7.2968750e-02   1.6308642e-01   9.1280000e+00   7.6909621e+01
   2.4218750e-02   4.3827160e-02   9.7280000e+00   9.5481050e+01
   5.4218750e-02   9.0493827e-02   1.0328000e+01   1.1405248e+02
   3.9218750e-02   1.3716049e-01   1.0928000e+01   1.3262391e+02
   6.9218750e-02   5.9382716e-02   8.0720000e+00   1.5119534e+02
   3.1718750e-02   1.0604938e-01   8.6720000e+00   1.6976676e+02
   6.1718750e-02   1.5271605e-01   9.2720000e+00   6.0991254e+01
   4.6718750e-02   7.4938272e-02   9.8720000e+00   7.9562682e+01
   7.6718750e-02   1.2160494e-01   1.0472000e+01   9.8134111e+01
   2.2343750e-02   1.6827160e-01   8.1920000e+00   1.1670554e+02
   5.2343750e-02   3.0576132e-02   8.7920000e+00   1.3527697e+02
   3.7343750e-02   7.7242798e-02   9.3920000e+00   1.5384840e+02
   6.7343750e-02   1.2390947e-01   9.9920000e+00   1.7241983e+02
   2.9843750e-02   4.6131687e-02   1.0592000e+01   6.3644315e+01
   5.9843750e-02   9.2798354e-02   8.3120000e+00   8.2215743e+01
   4.4843750e-02   1.3946502e-01   8.9120000e+00   1.0078717e+02
   7.4843750e-02   6.1687243e-02   9.5120000e+00   1.1935860e+02
   2.6093750e-02   1.0835391e-01   1.0112000e+01   1.3793003e+02
   5.6093750e-02   1.5502058e-01   1.0712000e+01   1.5650146e+02
   4.1093750e-02   3.5761317e-02   8.4320000e+00   1.7507289e+02
   7.1093750e-02   8.2427984e-02   9.0320000e+00   6.6297376e+01
   3.3593750e-02   1.2909465e-01   9.6320000e+00   8.4868805e+01
   6.3593750e-02   5.1316872e-02   1.0232000e+01   1.0344023e+02
   4.8593750e-02   9.7983539e-02   1.0832000e+01   1.2201166e+02
   7.8593750e-02   1.4465021e-01   8.5520000e+00   1.4058309e+02
   2.1406250e-02   6.6872428e-02   9.1520000e+00   1.5915452e+02
   5.1406250e-02   1.1353909e-01   9.7520000e+00   1.7772595e+02
   3.6406250e-02   1.6020576e-01   1.0352000e+01   5.0758017e+01
   6.6406250e-02   4.0946502e-02   1.0952000e+01   6.9329446e+01
